SKB                CPU PROCESS          NETNS      MARK/x        IFACE       PROTO  MTU   LEN   TUPLE FUNC
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1500  74    10.0.1.218:80->10.0.1.199:51998(tcp)     validate_xmit_xfrm
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1500  74    10.0.1.218:80->10.0.1.199:51998(tcp)     dev_hard_start_xmit
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1500  74    10.0.1.218:80->10.0.1.199:51998(tcp)     veth_xmit[veth]
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1500  74    10.0.1.218:80->10.0.1.199:51998(tcp)     skb_clone_tx_timestamp
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1500  74    10.0.1.218:80->10.0.1.199:51998(tcp)     __dev_forward_skb
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1500  74    10.0.1.218:80->10.0.1.199:51998(tcp)     __dev_forward_skb2
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1500  74    10.0.1.218:80->10.0.1.199:51998(tcp)     skb_scrub_packet
0xffff8bf3b813c100 3   <empty>:20315    4026532949 0            eth0:21      0x0800 1500  74    10.0.1.218:80->10.0.1.199:51998(tcp)     eth_type_trans
0xffff8bf3b813c100 3   <empty>:20315    4026531840 0        ~747b133a4b73:22 0x0800 1500  60    10.0.1.218:80->10.0.1.199:51998(tcp)     __netif_rx
0xffff8bf3b813c100 3   <empty>:20315    4026531840 0        ~747b133a4b73:22 0x0800 1500  60    10.0.1.218:80->10.0.1.199:51998(tcp)     netif_rx_internal
0xffff8bf3b813c100 3   <empty>:20315    4026531840 0        ~747b133a4b73:22 0x0800 1500  60    10.0.1.218:80->10.0.1.199:51998(tcp)     enqueue_to_backlog
0xffff8bf31b90a4e8 3   <empty>:20315    0          0               0         0x0800 65536 40    10.0.1.199:51998->10.0.1.218:80(tcp)     consume_skb
0xffff8bf31b90a4e8 3   <empty>:20315    0          0               0         0x0800 65536 40    10.0.1.199:51998->10.0.1.218:80(tcp)     skb_release_head_state
0xffff8bf31b90a4e8 3   <empty>:20315    0          0               0         0x0800 0     40    10.0.1.199:51998->10.0.1.218:80(tcp)     skb_release_data
0xffff8bf31b90a4e8 3   <empty>:20315    0          0               0         0x0800 0     40    10.0.1.199:51998->10.0.1.218:80(tcp)     kfree_skbmem
0xffff8bf3b813c100 3   <empty>:20315    4026531840 0        ~747b133a4b73:22 0x0800 1500  60    10.0.1.218:80->10.0.1.199:51998(tcp)     __netif_receive_skb
0xffff8bf3b813c100 3   <empty>:20315    4026531840 0        ~747b133a4b73:22 0x0800 1500  60    10.0.1.218:80->10.0.1.199:51998(tcp)     __netif_receive_skb_one_core
0xffff8bf3b813c100 3   <empty>:20315    4026531840 0        ~747b133a4b73:22 0x0800 1500  74    10.0.1.218:80->10.0.1.199:51998(tcp)     skb_ensure_writable
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~747b133a4b73:22 0x0800 1500  74    10.0.1.218:80->10.0.1.199:51998(tcp)     skb_ensure_writable
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~747b133a4b73:22 0x0800 1500  74    10.0.1.218:80->10.0.1.199:51998(tcp)     skb_ensure_writable
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~747b133a4b73:22 0x0800 1500  74    10.0.1.218:80->10.0.1.199:51998(tcp)     skb_ensure_writable
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~747b133a4b73:22 0x0800 1500  74    10.0.1.218:80->10.0.1.199:51998(tcp)     skb_ensure_writable
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~747b133a4b73:22 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) skb_ensure_writable
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~747b133a4b73:22 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) skb_ensure_writable
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~747b133a4b73:22 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) inet_proto_csum_replace_by_diff
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~747b133a4b73:22 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) skb_do_redirect
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~747b133a4b73:22 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) __bpf_redirect
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~de378516811d:24 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) __dev_queue_xmit
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~de378516811d:24 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) qdisc_pkt_len_init
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~de378516811d:24 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) netdev_core_pick_tx
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~de378516811d:24 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) validate_xmit_skb
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~de378516811d:24 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) netif_skb_features
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~de378516811d:24 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) passthru_features_check
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~de378516811d:24 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) skb_network_protocol
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~de378516811d:24 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) skb_csum_hwoffload_help
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~de378516811d:24 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) validate_xmit_xfrm
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~de378516811d:24 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) dev_hard_start_xmit
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~de378516811d:24 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) veth_xmit[veth]
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~de378516811d:24 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) skb_clone_tx_timestamp
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~de378516811d:24 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) __dev_forward_skb
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~de378516811d:24 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) __dev_forward_skb2
0xffff8bf3b813c100 3   <empty>:20315    4026531840 4f730f00 ~de378516811d:24 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) skb_scrub_packet
0xffff8bf3b813c100 3   <empty>:20315    4026531840 0        ~de378516811d:24 0x0800 1500  74    10.111.168.100:80->10.0.1.199:51998(tcp) eth_type_trans
0xffff8bf3b813c100 3   <empty>:20315    4026533114 0            eth0:23      0x0800 1500  60    10.111.168.100:80->10.0.1.199:51998(tcp) __netif_rx
0xffff8bf3b813c100 3   <empty>:20315    4026533114 0            eth0:23      0x0800 1500  60    10.111.168.100:80->10.0.1.199:51998(tcp) netif_rx_internal
0xffff8bf3b813c100 3   <empty>:20315    4026533114 0            eth0:23      0x0800 1500  60    10.111.168.100:80->10.0.1.199:51998(tcp) enqueue_to_backlog
